id,crops_zone_id,attribute_value_id,created_at,updated_at,deleted_at
98,1,377,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
99,1,891,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
100,2,866,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
101,2,1531,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
102,2,243,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
103,2,1536,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
104,2,1535,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
105,2,1538,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
106,2,1532,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
107,2,182,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
108,2,860,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
109,2,230,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
110,2,503,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
111,2,181,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
112,2,1169,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
113,2,48,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
114,2,855,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
115,2,876,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
116,2,33,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
117,2,1018,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
118,2,145,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
119,2,1504,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
120,2,1088,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
121,2,333,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
122,2,501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
123,2,487,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
124,2,1505,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
125,2,349,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
126,2,546,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
127,2,346,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
128,2,1305,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
129,2,1050,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
130,2,236,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
131,2,914,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
132,2,1541,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
133,2,536,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
134,2,725,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
135,2,1507,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
136,2,552,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
137,2,419,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
138,2,369,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
139,2,899,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
140,2,16,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
141,2,1221,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
142,2,67,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
143,2,1286,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
144,2,927,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
145,2,850,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
146,2,839,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
147,2,1304,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
148,2,1075,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
149,2,847,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
150,2,1100,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
151,2,325,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
152,2,343,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
153,2,256,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
154,2,930,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
155,2,311,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
156,2,1510,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
157,2,329,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
158,2,423,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
159,2,317,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
160,2,684,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
161,2,554,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
162,2,835,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
163,2,1072,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
164,2,527,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
165,2,1236,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
166,2,300,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
167,2,1514,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
168,2,523,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
169,2,1498,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
170,2,1500,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
171,2,1003,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
172,2,1442,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
173,2,451,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
174,2,1279,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
175,2,751,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
176,2,1258,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
177,2,933,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
178,2,1503,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
179,2,1502,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
180,2,614,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
181,2,1200,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
182,2,266,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
183,2,1165,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
184,2,634,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
185,2,878,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
186,2,1241,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
187,2,1182,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
188,2,64,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
189,2,773,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
190,2,440,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
191,2,951,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
192,2,414,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
193,2,1462,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
194,2,1521,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
195,2,364,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
196,2,1525,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
197,2,338,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
198,2,1030,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
199,2,375,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
200,2,377,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
201,3,43,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
202,3,365,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
203,3,303,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
204,3,1305,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
205,3,248,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
206,3,504,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
207,3,368,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
208,3,1076,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
209,3,67,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
210,3,306,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
211,3,1232,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
212,3,397,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
213,3,1539,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
214,3,530,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
215,3,424,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
216,3,501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
217,3,823,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
218,3,313,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
219,3,931,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
220,3,299,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
221,3,238,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
222,3,572,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
223,3,1532,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
224,3,1035,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
225,3,333,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
226,3,1504,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
227,3,859,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
228,3,242,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
229,3,1028,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
230,3,1125,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
231,3,880,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
232,3,935,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
233,3,1169,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
234,3,1537,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
235,3,163,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
236,3,1112,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
237,3,543,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
238,3,233,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
239,3,1018,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
240,3,848,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
241,3,864,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
242,3,1304,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
243,3,522,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
244,3,351,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
245,3,180,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
246,3,323,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
247,3,13,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
248,3,1508,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
249,3,3,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
250,3,343,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
251,3,901,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
252,3,1497,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
253,3,348,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
254,3,295,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
255,3,1282,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
256,3,948,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
257,3,485,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
258,3,1473,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
259,3,1285,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
260,3,840,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
261,3,1365,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
262,3,51,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
263,3,373,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
264,3,1500,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
265,3,285,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
266,3,556,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
267,3,330,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
268,3,419,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
269,3,183,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
270,3,844,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
271,3,337,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
272,3,1165,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
273,3,1012,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
274,3,1254,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
275,3,876,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
276,3,1237,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
277,3,531,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
278,3,1072,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
279,3,262,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
280,3,915,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
281,3,1502,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
282,3,317,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
283,3,1507,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
284,3,1495,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
285,3,835,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
286,3,1498,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
287,3,622,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
288,3,64,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
289,3,853,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
290,3,926,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
291,3,414,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
292,3,1514,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
293,3,1518,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
294,3,488,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
295,4,1502,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
296,4,343,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
297,4,840,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
298,4,67,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
299,4,397,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
300,4,13,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
301,4,501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
302,4,488,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
303,4,1283,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
304,4,531,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
305,4,337,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
306,4,903,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
307,4,571,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
308,4,351,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
309,4,948,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
310,4,516,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
311,4,1282,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
312,4,1035,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
313,4,313,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
314,4,1498,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
315,4,1501,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
316,4,1500,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
317,4,1497,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
318,4,848,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
319,4,1537,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
320,4,1532,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
321,4,864,2022-11-07 13:48:40.189386-05,2022-11-07 13:48:40.189386-05,
